id,member_id,loan_amnt,funded_amnt,term,int_rate,grade,home_ownership,loan_status
974392,1196468.0,20000.0,20000.0, 36 months, 10.65%,B,MORTGAGE,Fully Paid
670689,857408.0,8075.0,8075.0, 60 months, 16.77%,E,RENT,Fully Paid
552161,711518.0,16075.0,16075.0, 60 months, 10.75%,B,MORTGAGE,Fully Paid
450761,554789.0,7000.0,7000.0, 36 months,  8.94%,A,OWN,Fully Paid
479291,608939.0,3000.0,3000.0, 36 months,  7.51%,A,RENT,Fully Paid
612261,785117.0,12000.0,12000.0, 36 months, 12.23%,C,MORTGAGE,Fully Paid
1036838,1266720.0,8575.0,8575.0, 36 months, 17.58%,D,MORTGAGE,Charged Off
363852,373994.0,6000.0,6000.0, 36 months, 13.67%,D,MORTGAGE,Fully Paid
449610,552363.0,12000.0,12000.0, 36 months, 12.87%,C,RENT,Fully Paid
406279,454802.0,6000.0,6000.0, 36 months,  7.68%,A,MORTGAGE,Fully Paid
882355,1097577.0,1000.0,1000.0, 36 months, 15.27%,C,MORTGAGE,Charged Off
942739,1163490.0,11000.0,11000.0, 36 months,  9.91%,B,RENT,Fully Paid
821358,1029696.0,8000.0,8000.0, 60 months, 10.99%,B,MORTGAGE,Fully Paid
706782,899035.0,9800.0,9800.0, 36 months,  7.29%,A,RENT,Fully Paid
404992,452288.0,7200.0,7200.0, 36 months, 16.35%,E,MORTGAGE,Fully Paid
731717,927813.0,22475.0,22475.0, 60 months, 16.40%,E,RENT,Fully Paid
828306,1037324.0,5000.0,5000.0, 36 months,  5.42%,A,OWN,Fully Paid
456880,567648.0,23200.0,23200.0, 36 months, 16.00%,D,MORTGAGE,Fully Paid
1060019,1291647.0,13000.0,13000.0, 36 months, 20.30%,E,RENT,Charged Off
549509,708366.0,12250.0,12250.0, 60 months, 15.58%,D,RENT,Fully Paid
459146,572122.0,5000.0,5000.0, 36 months, 11.83%,B,RENT,Does not meet the credit policy. Status:Fully Paid
532230,687975.0,5000.0,5000.0, 36 months, 14.35%,C,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
792713,997154.0,8800.0,8800.0, 36 months,  8.49%,A,RENT,Fully Paid
579428,744956.0,24000.0,24000.0, 60 months, 16.82%,E,RENT,Does not meet the credit policy. Status:Fully Paid
601935,772330.0,15250.0,15250.0, 36 months,  6.91%,A,RENT,Does not meet the credit policy. Status:Fully Paid
979666,1202823.0,30000.0,30000.0, 60 months, 22.74%,G,MORTGAGE,Charged Off
681146,870106.0,8000.0,8000.0, 60 months, 15.65%,D,RENT,Charged Off
347805,346553.0,7500.0,7500.0, 36 months, 12.61%,D,MORTGAGE,Fully Paid
521293,674088.0,16000.0,12375.0, 60 months, 16.07%,D,MORTGAGE,Charged Off
826376,1035246.0,10000.0,10000.0, 36 months,  7.49%,A,RENT,Fully Paid
862212,1075139.0,7000.0,7000.0, 36 months,  9.99%,B,MORTGAGE,Fully Paid
616162,790058.0,14000.0,1550.0, 36 months,  6.54%,A,RENT,Fully Paid
636180,814984.0,7000.0,7000.0, 36 months,  9.25%,B,MORTGAGE,Fully Paid
597900,767435.0,16000.0,16000.0, 36 months,  5.79%,A,MORTGAGE,Fully Paid
987384,1211354.0,30000.0,30000.0, 60 months, 19.42%,E,MORTGAGE,Fully Paid
1036941,1266829.0,9000.0,9000.0, 36 months,  7.51%,A,MORTGAGE,Fully Paid
804920,1010856.0,28000.0,17975.0, 60 months, 10.99%,B,MORTGAGE,Fully Paid
949910,1186135.0,1000.0,1000.0, 36 months, 14.65%,C,RENT,Fully Paid
446043,545163.0,8400.0,8400.0, 36 months, 15.31%,D,MORTGAGE,Does not meet the credit policy. Status:Charged Off
1001738,1227954.0,14000.0,14000.0, 60 months, 16.77%,D,RENT,Fully Paid
824890,1033648.0,20000.0,20000.0, 60 months, 13.49%,C,RENT,Fully Paid
577545,742675.0,2800.0,2800.0, 36 months,  6.76%,A,RENT,Fully Paid
630680,796600.0,15000.0,15000.0, 36 months,  6.17%,A,OWN,Fully Paid
783326,986429.0,3625.0,3625.0, 36 months, 10.59%,B,RENT,Charged Off
487906,620037.0,11200.0,11200.0, 36 months,  7.88%,A,MORTGAGE,Fully Paid
787394,990927.0,12000.0,12000.0, 36 months, 16.49%,D,MORTGAGE,Fully Paid
819775,1027927.0,4000.0,4000.0, 36 months, 15.23%,C,OWN,Fully Paid
466482,584396.0,3500.0,3500.0, 36 months, 13.57%,C,OWN,Fully Paid
535562,692009.0,24000.0,21600.0, 60 months, 16.32%,D,MORTGAGE,Fully Paid
626466,802806.0,10000.0,10000.0, 36 months,  9.62%,B,MORTGAGE,Fully Paid
498050,638621.0,3000.0,3000.0, 36 months,  7.51%,A,RENT,Fully Paid
501266,644192.0,6000.0,6000.0, 36 months, 13.48%,C,RENT,Fully Paid
997488,1222573.0,5000.0,5000.0, 36 months,  6.03%,A,MORTGAGE,Fully Paid
519308,671353.0,15000.0,15000.0, 36 months, 15.33%,D,MORTGAGE,Charged Off
747974,946975.0,10000.0,10000.0, 60 months, 11.99%,B,MORTGAGE,Fully Paid
1035775,1265405.0,7000.0,7000.0, 36 months, 12.42%,B,MORTGAGE,Charged Off
557700,718020.0,10000.0,10000.0, 36 months, 13.98%,C,RENT,Fully Paid
754158,953864.0,12000.0,12000.0, 36 months, 16.89%,D,RENT,Charged Off
675629,863449.0,4500.0,4500.0, 36 months,  7.66%,A,RENT,Fully Paid
896950,1117501.0,5800.0,5800.0, 60 months, 17.27%,D,MORTGAGE,Fully Paid
642663,822614.0,8400.0,8400.0, 60 months, 13.35%,C,RENT,Fully Paid
641349,820895.0,6000.0,6000.0, 60 months, 14.83%,D,RENT,Fully Paid
1057403,1288960.0,1200.0,1200.0, 36 months, 12.69%,B,RENT,Charged Off
487873,622029.0,5050.0,5050.0, 36 months, 12.73%,C,RENT,Fully Paid
1006291,1232694.0,10000.0,10000.0, 36 months, 11.71%,B,OWN,Fully Paid
752339,951917.0,15000.0,9650.0, 60 months, 16.49%,D,RENT,Fully Paid
120215,118760.0,4000.0,4000.0, 36 months,  7.43%,A,RENT,Fully Paid
887794,1104050.0,10000.0,10000.0, 36 months,  6.03%,A,MORTGAGE,Fully Paid
873315,1087561.0,14400.0,14400.0, 60 months, 13.49%,C,MORTGAGE,Fully Paid
178239,176992.0,7000.0,7000.0, 36 months, 11.86%,D,RENT,Fully Paid
531007,686577.0,10000.0,10000.0, 60 months, 13.23%,C,MORTGAGE,Fully Paid
387512,420413.0,6500.0,6500.0, 36 months,  9.32%,A,RENT,Charged Off
698496,889947.0,10000.0,10000.0, 36 months, 10.37%,B,RENT,Fully Paid
706646,898877.0,2000.0,2000.0, 36 months,  5.42%,A,MORTGAGE,Fully Paid
572922,736954.0,4500.0,4500.0, 36 months,  6.39%,A,RENT,Fully Paid
648218,829281.0,25000.0,25000.0, 60 months, 17.80%,F,MORTGAGE,Fully Paid
867857,1081577.0,30000.0,30000.0, 36 months, 11.49%,B,MORTGAGE,Fully Paid
718614,912856.0,25000.0,25000.0, 60 months, 17.88%,E,MORTGAGE,Fully Paid
771466,973243.0,10000.0,10000.0, 36 months, 12.99%,C,RENT,Fully Paid
542350,699907.0,3500.0,3500.0, 36 months,  6.76%,A,MORTGAGE,Fully Paid
370261,386852.0,4650.0,4650.0, 36 months,  9.32%,A,RENT,Fully Paid
577968,743163.0,25000.0,25000.0, 60 months, 17.56%,E,MORTGAGE,Fully Paid
587985,755475.0,5000.0,5000.0, 36 months, 11.49%,B,MORTGAGE,Charged Off
486459,619958.0,8500.0,8500.0, 36 months, 16.07%,D,RENT,Charged Off
787255,990776.0,20000.0,20000.0, 36 months, 10.99%,B,RENT,Fully Paid
977431,1200238.0,18000.0,18000.0, 36 months, 12.69%,B,MORTGAGE,Charged Off
1055275,1286835.0,12000.0,12000.0, 36 months,  9.91%,B,RENT,Fully Paid
603177,773960.0,10000.0,10000.0, 36 months, 10.36%,B,MORTGAGE,Fully Paid
448888,551156.0,8000.0,8000.0, 36 months, 17.39%,E,MORTGAGE,Fully Paid
850958,1062827.0,28000.0,28000.0, 36 months,  7.49%,A,MORTGAGE,Fully Paid
1056273,1287858.0,17475.0,16175.0, 60 months, 17.27%,D,RENT,Charged Off
524545,678704.0,1500.0,1500.0, 36 months, 16.82%,E,RENT,Charged Off
724873,920046.0,3500.0,3500.0, 36 months, 10.00%,B,RENT,Fully Paid
876104,1090709.0,10000.0,10000.0, 36 months,  5.42%,A,MORTGAGE,Fully Paid
988537,1212981.0,7500.0,7500.0, 36 months, 17.58%,D,OWN,Fully Paid
665860,851329.0,4800.0,4800.0, 36 months,  9.63%,B,RENT,Charged Off
1020545,1209935.0,24000.0,24000.0, 36 months,  8.90%,A,MORTGAGE,Fully Paid
780521,983310.0,6000.0,6000.0, 36 months, 12.87%,C,MORTGAGE,Fully Paid
523926,677910.0,1600.0,1600.0, 36 months,  7.88%,A,RENT,Charged Off
845720,1056997.0,6000.0,6000.0, 36 months,  9.99%,B,RENT,Fully Paid
718656,912905.0,8000.0,8000.0, 60 months, 13.06%,C,RENT,Charged Off
870710,1084730.0,2200.0,2200.0, 36 months, 11.49%,B,MORTGAGE,Charged Off
675301,863050.0,10000.0,10000.0, 36 months,  6.92%,A,RENT,Fully Paid
1043970,1274097.0,25000.0,25000.0, 60 months, 14.27%,C,MORTGAGE,Fully Paid
1017613,1245387.0,20000.0,20000.0, 60 months, 13.49%,C,OWN,Fully Paid
785592,988916.0,5000.0,5000.0, 36 months,  9.99%,B,RENT,Fully Paid
884903,1100484.0,5000.0,5000.0, 60 months, 17.58%,D,RENT,Charged Off
676332,864300.0,15000.0,15000.0, 36 months, 12.68%,C,MORTGAGE,Fully Paid
546515,704734.0,16000.0,16000.0, 36 months, 13.98%,C,RENT,Fully Paid
849912,1061669.0,7000.0,7000.0, 36 months, 15.99%,D,RENT,Fully Paid
785335,988620.0,6000.0,6000.0, 36 months, 10.99%,B,MORTGAGE,Fully Paid
509319,657336.0,5000.0,5000.0, 36 months, 14.96%,D,RENT,Fully Paid
785986,989341.0,10000.0,10000.0, 36 months, 13.99%,C,MORTGAGE,Fully Paid
527996,682902.0,12250.0,12250.0, 36 months,  7.51%,A,MORTGAGE,Fully Paid
515872,666804.0,1400.0,1400.0, 36 months, 14.22%,C,OWN,Fully Paid
439477,530948.0,14200.0,14200.0, 36 months, 11.48%,B,MORTGAGE,Fully Paid
523939,677932.0,2500.0,2500.0, 36 months, 16.32%,D,RENT,Fully Paid
571315,734901.0,6000.0,6000.0, 36 months, 16.45%,E,MORTGAGE,Charged Off
387083,419788.0,6500.0,6500.0, 36 months, 13.79%,C,MORTGAGE,Fully Paid
567019,729432.0,18000.0,18000.0, 60 months, 13.98%,C,MORTGAGE,Fully Paid
350827,353133.0,1500.0,1500.0, 36 months, 12.29%,C,RENT,Fully Paid
620611,795414.0,2000.0,2000.0, 36 months, 10.36%,B,MORTGAGE,Fully Paid
771812,973629.0,3850.0,3850.0, 36 months,  5.42%,A,MORTGAGE,Fully Paid
481266,612057.0,15000.0,15000.0, 36 months, 10.25%,B,OWN,Fully Paid
491087,627365.0,10000.0,10000.0, 36 months,  7.51%,A,RENT,Fully Paid
1020983,1249784.0,1000.0,1000.0, 36 months, 14.65%,C,OWN,Fully Paid
571331,734921.0,25000.0,15725.0, 60 months, 17.56%,E,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
614649,788162.0,5700.0,5700.0, 36 months,  6.91%,A,MORTGAGE,Fully Paid
439604,531292.0,2400.0,2400.0, 36 months,  7.74%,A,OTHER,Fully Paid
843193,1053961.0,3600.0,3600.0, 36 months,  5.99%,A,RENT,Fully Paid
251956,251951.0,3000.0,3000.0, 36 months, 12.29%,C,RENT,Does not meet the credit policy. Status:Charged Off
846704,1058121.0,4000.0,4000.0, 36 months,  6.99%,A,MORTGAGE,Fully Paid
734508,931035.0,12100.0,12100.0, 36 months,  5.79%,A,OWN,Fully Paid
999879,1225271.0,5000.0,5000.0, 36 months, 10.65%,B,MORTGAGE,Fully Paid
550841,709958.0,10000.0,10000.0, 36 months,  7.51%,A,RENT,Fully Paid
351023,353435.0,7500.0,7500.0, 36 months,  9.45%,B,RENT,Charged Off
501845,645155.0,18000.0,18000.0, 36 months, 13.85%,C,RENT,Fully Paid
527233,681999.0,13000.0,13000.0, 36 months,  7.51%,A,MORTGAGE,Fully Paid
585462,752223.0,1000.0,1000.0, 60 months, 13.98%,C,RENT,Fully Paid
626281,802574.0,15000.0,9600.0, 60 months, 12.23%,C,MORTGAGE,Fully Paid
1059227,1290830.0,10400.0,10400.0, 36 months, 14.65%,C,RENT,Fully Paid
706765,899013.0,5000.0,5000.0, 36 months, 16.02%,D,RENT,Charged Off
890942,1107660.0,18000.0,18000.0, 60 months, 19.91%,E,MORTGAGE,Charged Off
806504,1012691.0,6150.0,6150.0, 36 months, 11.49%,B,MORTGAGE,Fully Paid
440660,533930.0,10000.0,10000.0, 36 months, 13.22%,C,OTHER,Fully Paid
574788,739417.0,15000.0,15000.0, 60 months, 16.32%,D,MORTGAGE,Charged Off
1009540,1236291.0,30000.0,30000.0, 60 months, 20.30%,E,RENT,Charged Off
992372,1216857.0,10000.0,10000.0, 36 months, 16.29%,D,RENT,Fully Paid
435871,520832.0,8000.0,8000.0, 36 months, 13.92%,C,MORTGAGE,Charged Off
544619,702527.0,6400.0,6400.0, 60 months, 15.58%,D,MORTGAGE,Fully Paid
364941,375781.0,25000.0,25000.0, 36 months, 15.25%,E,MORTGAGE,Fully Paid
474916,600951.0,4000.0,4000.0, 36 months, 14.96%,D,RENT,Does not meet the credit policy. Status:Charged Off
485070,617858.0,5000.0,5000.0, 36 months, 13.48%,C,MORTGAGE,Fully Paid
361945,370872.0,15000.0,15000.0, 36 months, 13.99%,D,MORTGAGE,Charged Off
1010812,1237648.0,8675.0,8675.0, 36 months,  7.51%,A,MORTGAGE,Fully Paid
716002,909756.0,6000.0,6000.0, 60 months, 16.77%,E,RENT,Fully Paid
605106,776271.0,24250.0,15675.0, 60 months,  6.91%,A,OWN,Fully Paid
654479,836992.0,12000.0,12000.0, 36 months,  7.29%,A,MORTGAGE,Fully Paid
658935,842725.0,25000.0,25000.0, 60 months, 17.14%,E,MORTGAGE,Fully Paid
355011,359484.0,6000.0,3100.0, 36 months,  7.68%,A,RENT,Fully Paid
1020097,1248858.0,5200.0,5200.0, 36 months,  8.90%,A,MORTGAGE,Fully Paid
802724,1008404.0,10000.0,10000.0, 36 months,  9.99%,B,MORTGAGE,Fully Paid
489202,624087.0,17000.0,17000.0, 36 months, 16.07%,D,MORTGAGE,Fully Paid
558616,719083.0,18000.0,18000.0, 60 months, 11.12%,B,MORTGAGE,Fully Paid
446277,517115.0,15200.0,15200.0, 36 months, 16.35%,E,MORTGAGE,Fully Paid
556006,715998.0,12000.0,12000.0, 36 months, 10.38%,B,OWN,Charged Off
553961,713690.0,6000.0,6000.0, 36 months, 15.58%,D,RENT,Fully Paid
533316,689350.0,5000.0,5000.0, 36 months, 14.84%,D,RENT,Fully Paid
587375,754627.0,15000.0,15000.0, 60 months, 17.56%,E,RENT,Charged Off
619452,793957.0,18000.0,18000.0, 60 months, 12.98%,C,MORTGAGE,Fully Paid
738778,936242.0,29500.0,17975.0, 60 months, 18.79%,E,MORTGAGE,Charged Off
843264,1054040.0,12000.0,12000.0, 36 months, 11.99%,B,MORTGAGE,Fully Paid
818175,1026088.0,5000.0,5000.0, 36 months, 16.49%,D,RENT,Fully Paid
1064386,1298184.0,25975.0,16475.0, 60 months, 12.69%,B,MORTGAGE,In Grace Period
349490,351149.0,1800.0,1800.0, 36 months,  8.32%,A,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
661116,845504.0,3000.0,3000.0, 36 months, 11.11%,B,MORTGAGE,Fully Paid
1022052,1250829.0,6000.0,6000.0, 36 months, 12.42%,B,RENT,Fully Paid
719847,914234.0,3500.0,3500.0, 60 months,  7.29%,A,MORTGAGE,Fully Paid
591386,759585.0,15000.0,9375.0, 60 months,  6.54%,A,RENT,Fully Paid
354226,358237.0,5000.0,3375.0, 36 months, 10.33%,B,RENT,Fully Paid
575734,740492.0,8000.0,8000.0, 36 months, 14.72%,C,RENT,Fully Paid
816541,1024289.0,27000.0,27000.0, 60 months, 11.49%,B,MORTGAGE,Fully Paid
1064251,1298041.0,1500.0,1500.0, 36 months, 18.64%,E,RENT,Charged Off
880686,1095714.0,8800.0,8800.0, 36 months,  8.90%,A,RENT,Fully Paid
532960,688883.0,20000.0,20000.0, 60 months, 16.82%,E,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
468507,590114.0,6000.0,6000.0, 36 months, 13.57%,C,MORTGAGE,Fully Paid
612803,785757.0,7750.0,7750.0, 36 months, 14.83%,D,RENT,Fully Paid
554726,714503.0,8000.0,8000.0, 36 months, 13.98%,C,RENT,Fully Paid
347709,348402.0,6000.0,6000.0, 36 months, 10.39%,B,RENT,Fully Paid
687669,877694.0,12000.0,12000.0, 60 months, 10.37%,B,RENT,Fully Paid
430033,509739.0,12800.0,12800.0, 36 months, 11.83%,B,RENT,Fully Paid
703372,895319.0,8000.0,8000.0, 60 months, 14.91%,D,MORTGAGE,Fully Paid
649145,830454.0,12000.0,12000.0, 36 months, 10.37%,B,RENT,Fully Paid
707726,900107.0,5000.0,5000.0, 36 months, 13.43%,C,RENT,Fully Paid
372401,391195.0,7000.0,7000.0, 36 months,  9.63%,A,MORTGAGE,Fully Paid
991009,1215203.0,5600.0,5600.0, 60 months, 15.27%,C,OWN,Fully Paid
445465,544090.0,15250.0,15250.0, 36 months, 13.22%,C,RENT,Charged Off
618580,792945.0,2000.0,2000.0, 36 months,  6.91%,A,OWN,Fully Paid
883654,1098982.0,5000.0,5000.0, 36 months,  6.03%,A,MORTGAGE,Fully Paid
482673,614024.0,8000.0,8000.0, 36 months, 12.73%,C,RENT,Fully Paid
401782,446087.0,3200.0,3200.0, 36 months, 12.21%,B,RENT,Fully Paid
662970,847792.0,11700.0,11700.0, 36 months,  7.66%,A,MORTGAGE,Fully Paid
982253,1205455.0,15000.0,15000.0, 36 months, 11.71%,B,RENT,Fully Paid
1029791,1259366.0,8000.0,8000.0, 36 months, 19.42%,E,MORTGAGE,Fully Paid
632222,809922.0,25000.0,25000.0, 36 months, 10.36%,B,MORTGAGE,Fully Paid
757747,957822.0,12000.0,12000.0, 60 months, 16.49%,D,MORTGAGE,Fully Paid
349795,351625.0,5400.0,3500.0, 36 months, 15.76%,F,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
1060553,1292714.0,6000.0,6000.0, 36 months, 14.27%,C,RENT,Charged Off
1046507,1277552.0,3050.0,3050.0, 36 months,  9.91%,B,RENT,Fully Paid
540339,697630.0,4000.0,4000.0, 36 months, 12.23%,C,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
774416,976591.0,1500.0,1500.0, 36 months,  8.49%,A,MORTGAGE,Fully Paid
727521,923040.0,8250.0,8250.0, 60 months,  9.63%,B,MORTGAGE,Fully Paid
883270,1098524.0,2400.0,2400.0, 36 months, 10.65%,B,RENT,Fully Paid
601183,771474.0,12000.0,12000.0, 36 months, 15.95%,E,RENT,Fully Paid
395230,434501.0,5400.0,5400.0, 36 months, 12.84%,C,RENT,Fully Paid
1004215,1230623.0,7500.0,7500.0, 36 months,  7.90%,A,RENT,Charged Off
439501,530991.0,20000.0,20000.0, 36 months, 14.26%,C,MORTGAGE,Fully Paid
718267,912462.0,15000.0,15000.0, 60 months, 10.37%,B,MORTGAGE,Fully Paid
485240,618132.0,15000.0,15000.0, 36 months,  9.88%,B,OWN,Fully Paid
985338,1209040.0,12800.0,12800.0, 36 months, 12.42%,B,RENT,Fully Paid
867710,1070987.0,35000.0,35000.0, 60 months, 11.99%,B,MORTGAGE,Fully Paid
645127,825498.0,13750.0,13750.0, 36 months,  9.62%,B,MORTGAGE,Charged Off
386404,418662.0,18000.0,18000.0, 36 months, 12.84%,C,RENT,Fully Paid
612325,785192.0,9000.0,9000.0, 60 months, 12.98%,C,RENT,Charged Off
491887,628779.0,6000.0,6000.0, 36 months, 14.59%,D,RENT,Fully Paid
820667,1028902.0,8000.0,8000.0, 36 months,  6.99%,A,MORTGAGE,Fully Paid
636801,815746.0,12700.0,12700.0, 60 months, 12.98%,C,MORTGAGE,Fully Paid
521523,674427.0,10000.0,10000.0, 36 months, 13.48%,C,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
1055392,1286943.0,16000.0,10475.0, 60 months, 19.91%,E,RENT,Fully Paid
558286,718692.0,9500.0,9500.0, 36 months,  6.76%,A,RENT,Fully Paid
1056133,1287708.0,18000.0,18000.0, 60 months, 14.65%,C,MORTGAGE,Current
696160,887301.0,22250.0,22250.0, 60 months, 20.48%,G,OWN,Charged Off
603690,774607.0,8000.0,8000.0, 36 months,  6.91%,A,MORTGAGE,Fully Paid
642845,822746.0,3775.0,3775.0, 36 months,  6.17%,A,RENT,Fully Paid
641493,821157.0,4000.0,4000.0, 36 months,  5.79%,A,MORTGAGE,Fully Paid
820161,1028361.0,6000.0,6000.0, 36 months,  8.49%,A,MORTGAGE,Fully Paid
622539,797849.0,7275.0,7275.0, 36 months,  6.91%,A,MORTGAGE,Fully Paid
381100,409163.0,20000.0,20000.0, 36 months, 12.53%,C,MORTGAGE,Fully Paid
851222,1063125.0,2250.0,2250.0, 36 months,  6.99%,A,RENT,Charged Off
610331,782740.0,5000.0,5000.0, 36 months,  9.99%,B,MORTGAGE,Fully Paid
366146,377777.0,7500.0,7500.0, 36 months, 11.89%,B,RENT,Fully Paid
858538,1071090.0,8000.0,8000.0, 36 months, 15.99%,D,MORTGAGE,Fully Paid
390401,424121.0,12250.0,12250.0, 36 months, 13.16%,C,RENT,Charged Off
601891,772290.0,17000.0,17000.0, 36 months,  6.91%,A,MORTGAGE,Fully Paid
892301,1109239.0,10000.0,10000.0, 36 months, 14.27%,C,RENT,Fully Paid
377926,402439.0,6000.0,6000.0, 36 months,  8.00%,A,RENT,Fully Paid
893349,1110467.0,2200.0,2200.0, 36 months, 11.71%,B,MORTGAGE,Fully Paid
611774,784486.0,8000.0,8000.0, 36 months, 12.61%,C,RENT,Fully Paid
717598,911690.0,5000.0,5000.0, 36 months, 17.51%,E,RENT,Fully Paid
434295,518006.0,12000.0,12000.0, 36 months, 12.18%,B,OWN,Fully Paid
888117,1104401.0,3500.0,3500.0, 36 months, 15.27%,C,OWN,Fully Paid
813696,1021164.0,12800.0,12800.0, 60 months, 18.39%,E,MORTGAGE,Fully Paid
1049225,1280429.0,2200.0,2200.0, 36 months,  8.90%,A,MORTGAGE,Charged Off
641631,821328.0,12000.0,12000.0, 36 months,  5.42%,A,MORTGAGE,Fully Paid
281836,281817.0,3000.0,3000.0, 36 months,  7.37%,A,MORTGAGE,Fully Paid
551217,710385.0,2500.0,2500.0, 36 months,  7.88%,A,MORTGAGE,Charged Off
616688,790700.0,6000.0,6000.0, 36 months,  8.88%,B,OWN,Fully Paid
681320,870318.0,8400.0,8400.0, 36 months, 13.80%,C,OWN,Fully Paid
709147,901731.0,5000.0,5000.0, 36 months, 16.02%,D,MORTGAGE,Fully Paid
628287,805086.0,7200.0,7200.0, 36 months,  9.62%,B,MORTGAGE,Fully Paid
561546,722684.0,8000.0,8000.0, 36 months, 14.84%,D,MORTGAGE,Fully Paid
541204,698614.0,12000.0,12000.0, 36 months, 11.49%,B,RENT,Fully Paid
775332,977577.0,12375.0,12375.0, 60 months, 12.99%,C,RENT,Fully Paid
143728,143673.0,2825.0,2825.0, 36 months, 16.28%,F,RENT,Does not meet the credit policy. Status:Fully Paid
570625,734013.0,3000.0,3000.0, 36 months, 10.75%,B,RENT,Fully Paid
707711,900091.0,21000.0,21000.0, 60 months, 11.11%,B,OWN,Fully Paid
354159,358126.0,1800.0,1800.0, 36 months, 13.80%,D,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
572949,734927.0,5000.0,5000.0, 60 months, 16.82%,E,RENT,Fully Paid
552371,711776.0,1600.0,1600.0, 36 months, 17.19%,E,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
390861,426317.0,12800.0,12800.0, 36 months, 13.79%,C,MORTGAGE,Fully Paid
1052358,1284115.0,6000.0,6000.0, 36 months,  6.62%,A,RENT,Fully Paid
570784,734215.0,7000.0,7000.0, 36 months,  7.88%,A,RENT,Fully Paid
429126,508289.0,16750.0,16750.0, 36 months, 20.11%,G,RENT,Charged Off
605188,776379.0,7500.0,7500.0, 60 months, 12.61%,C,MORTGAGE,Fully Paid
669203,855653.0,17000.0,17000.0, 60 months, 15.65%,D,RENT,Fully Paid
450869,555011.0,13400.0,13400.0, 36 months, 11.48%,B,RENT,Fully Paid
966615,1187292.0,2100.0,2100.0, 36 months,  9.91%,B,RENT,Charged Off
365868,375066.0,5000.0,5000.0, 36 months, 14.11%,D,RENT,Fully Paid
564673,726521.0,6000.0,6000.0, 60 months, 13.23%,C,RENT,Fully Paid
588584,756177.0,10500.0,10500.0, 60 months, 13.23%,C,RENT,Fully Paid
543264,700925.0,2500.0,2500.0, 36 months, 14.72%,C,RENT,Fully Paid
533731,689878.0,4500.0,4500.0, 60 months, 16.32%,D,MORTGAGE,Fully Paid
748869,948005.0,10800.0,10800.0, 60 months, 10.99%,B,MORTGAGE,Fully Paid
651893,833821.0,10000.0,10000.0, 36 months, 10.37%,B,MORTGAGE,Charged Off
997329,1222430.0,14000.0,14000.0, 60 months, 14.65%,C,MORTGAGE,Charged Off
646908,827682.0,7000.0,7000.0, 36 months,  9.62%,B,MORTGAGE,Fully Paid
849912,1061669.0,7000.0,7000.0, 36 months, 15.99%,D,RENT,Fully Paid
1010866,1237708.0,15000.0,15000.0, 36 months,  9.91%,B,RENT,Fully Paid
509852,658226.0,4750.0,4750.0, 36 months, 12.73%,C,RENT,Fully Paid
787534,987936.0,35000.0,21925.0, 60 months, 22.48%,G,MORTGAGE,Fully Paid
585349,752093.0,5000.0,5000.0, 36 months, 14.84%,D,RENT,Charged Off
144461,144447.0,10000.0,10000.0, 36 months, 15.01%,F,RENT,Does not meet the credit policy. Status:Fully Paid
233852,233817.0,9500.0,9500.0, 36 months, 10.78%,C,OWN,Fully Paid
762735,963286.0,9600.0,9600.0, 36 months, 15.62%,D,RENT,Charged Off
1059960,1291803.0,19775.0,19775.0, 36 months, 12.42%,B,RENT,Fully Paid
460218,574193.0,6000.0,6000.0, 36 months,  8.94%,A,MORTGAGE,Fully Paid
454771,563480.0,17000.0,17000.0, 36 months, 16.70%,E,MORTGAGE,Fully Paid
545346,703359.0,21425.0,16100.0, 60 months, 17.56%,E,RENT,Charged Off
607039,778758.0,10750.0,6950.0, 60 months,  6.17%,A,MORTGAGE,Fully Paid
467099,587223.0,15000.0,15000.0, 36 months,  8.94%,A,MORTGAGE,Fully Paid
718022,912183.0,8875.0,8875.0, 36 months, 10.37%,B,RENT,Fully Paid
371347,389080.0,15000.0,15000.0, 36 months, 14.42%,D,RENT,Fully Paid
1038861,1268792.0,10000.0,10000.0, 60 months, 13.49%,C,MORTGAGE,Fully Paid
414233,468234.0,4800.0,4800.0, 36 months, 11.89%,B,MORTGAGE,Fully Paid
625793,801947.0,7000.0,7000.0, 36 months,  9.62%,B,RENT,Fully Paid
449956,553081.0,20000.0,20000.0, 36 months, 12.53%,B,MORTGAGE,Fully Paid
376845,400439.0,4000.0,4000.0, 36 months, 13.47%,C,RENT,Charged Off
657934,841394.0,10000.0,10000.0, 36 months,  7.66%,A,MORTGAGE,Fully Paid
553380,713011.0,10000.0,10000.0, 36 months,  7.51%,A,MORTGAGE,Fully Paid
547831,706380.0,10000.0,10000.0, 36 months, 13.23%,C,RENT,Fully Paid
822310,1030739.0,10000.0,10000.0, 60 months, 11.49%,B,MORTGAGE,Fully Paid
